Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power,Power wear,Temperature difference,Temperature power,Machine failure,Type_L,Type_M
297.7,309.7,1591.0,37.7,196.0,59980.700000000004,11756217.200000001,12.0,0.0002000643540338809,0,True,False
297.8,309.8,1533.0,36.8,198.0,56414.399999999994,11170051.2,12.0,0.00021271164808984942,0,True,False
297.8,309.7,1700.0,31.3,200.0,53210.0,10642000.0,11.899999999999977,0.00022364217252396123,0,False,True
297.8,309.8,1798.0,25.5,203.0,45849.0,9307347.0,12.0,0.0002617287181836027,0,False,True
297.8,309.7,1394.0,42.9,206.0,59802.6,12319335.6,11.899999999999977,0.00019898800386605227,0,True,False
297.8,309.7,1341.0,49.2,208.0,65977.2,13723257.6,11.899999999999977,0.00018036533832899816,0,True,False
297.7,309.6,1697.0,32.2,210.0,54643.4,11475114.0,11.900000000000034,0.00021777561425533612,0,False,False
297.6,309.6,1419.0,48.2,215.0,68395.8,14705097.0,12.0,0.00017544936969813936,0,False,False
297.6,309.5,2001.0,20.5,220.0,41020.5,9024510.0,11.899999999999977,0.0002900988530125176,0,True,False
297.6,309.6,1501.0,49.8,222.0,74749.8,16594455.600000001,12.0,0.00016053554658340222,4,True,False
297.6,309.5,1623.0,33.1,224.0,53721.3,12033571.200000001,11.899999999999977,0.00022151362681096653,0,False,False
297.6,309.4,1628.0,33.4,229.0,54375.2,12451920.799999999,11.799999999999955,0.0002170106960526114,0,True,False
297.6,309.4,1491.0,40.2,231.0,59938.200000000004,13845724.200000001,11.799999999999955,0.00019686944219212378,0,True,False
297.5,309.4,1517.0,36.7,233.0,55673.9,12972018.700000001,11.899999999999977,0.0002137446810803622,0,True,False
297.5,309.3,1525.0,41.7,235.0,63592.50000000001,14944237.500000002,11.800000000000011,0.00018555647285450343,0,False,False
297.5,309.5,1668.0,27.9,240.0,46537.2,11168928.0,12.0,0.00025785822954539595,0,False,False
297.5,309.6,1312.0,50.7,0.0,66518.40000000001,0.0,12.100000000000023,0.00018190455573194818,0,True,False
297.6,309.6,1278.0,50.4,2.0,64411.2,128822.4,12.0,0.00018630300320441167,0,False,False
297.6,309.6,1330.0,53.1,7.0,70623.0,494361.0,12.0,0.00016991631621426448,0,False,True
297.6,309.6,1530.0,37.3,10.0,57068.99999999999,570689.9999999999,12.0,0.00021027177627083008,0,False,True
297.6,309.6,1428.0,46.6,13.0,66544.8,865082.4,12.0,0.00018032964258664838,0,False,False
297.7,309.6,1480.0,47.9,18.0,70892.0,1276056.0,11.900000000000034,0.00016786097161880091,0,True,False
297.7,309.7,1616.0,31.1,20.0,50257.600000000006,1005152.0000000001,12.0,0.00023876985769316479,0,False,False
297.8,309.7,1547.0,37.3,25.0,57703.1,1442577.5,11.899999999999977,0.00020622808826562138,0,True,False
297.9,309.7,2194.0,16.8,27.0,36859.200000000004,995198.4000000001,11.800000000000011,0.00032013717063853825,0,True,False
297.9,309.8,2000.0,21.3,29.0,42600.0,1235400.0,11.900000000000034,0.00027934272300469563,0,True,False
297.9,309.8,1336.0,71.6,31.0,95657.59999999999,2965385.5999999996,11.900000000000034,0.0001244020339209852,3,True,False
297.9,309.9,1542.0,33.8,33.0,52119.6,1719946.8,12.0,0.00023023967950636613,0,True,False
297.9,309.8,1693.0,29.9,35.0,50620.7,1771724.5,11.900000000000034,0.000235081695827992,0,False,True
297.9,309.8,1461.0,50.5,38.0,73780.5,2803659.0,11.900000000000034,0.0001612892295389708,0,True,False
298.0,309.9,1565.0,33.9,40.0,53053.5,2122140.0,11.899999999999977,0.00022430188394733576,0,False,True
298.0,309.9,1403.0,47.7,43.0,66923.1,2877693.3000000003,11.899999999999977,0.00017781603063815,0,True,False
298.1,309.9,1629.0,32.5,45.0,52942.5,2382412.5,11.799999999999955,0.00022288331680596788,0,True,False
298.1,310.0,1534.0,33.7,47.0,51695.8,2429702.6,11.899999999999977,0.00023019278161862233,0,True,False
298.1,310.0,1553.0,40.9,49.0,63517.7,3112367.3,11.899999999999977,0.00018734935301498602,0,True,False
298.1,309.9,1563.0,32.8,51.0,51266.399999999994,2614586.4,11.799999999999955,0.00023017024795967642,0,True,False
298.1,309.9,1634.0,30.0,53.0,49020.0,2598060.0,11.799999999999955,0.00024071807425540503,0,True,False
298.0,309.9,1445.0,45.2,55.0,65314.00000000001,3592270.0000000005,11.899999999999977,0.0001821967725143151,0,False,True
298.1,309.9,1642.0,30.4,58.0,49916.799999999996,2895174.4,11.799999999999955,0.00023639335854862403,0,True,False
298.1,309.9,1686.0,29.1,60.0,49062.600000000006,2943756.0000000005,11.799999999999955,0.00024050906393056939,0,False,False
298.1,310.0,1393.0,43.1,65.0,60038.3,3902489.5,11.899999999999977,0.00019820681131877446,0,False,True
298.2,310.0,1433.0,44.2,68.0,63338.600000000006,4307024.800000001,11.800000000000011,0.00018630029713318592,0,False,False
298.3,310.0,1507.0,44.7,73.0,67362.90000000001,4917491.7,11.699999999999989,0.00017368610911941122,0,True,False
298.3,310.1,1389.0,49.6,75.0,68894.40000000001,5167080.000000001,11.800000000000011,0.00017127662045100922,0,False,True
298.3,310.1,1408.0,45.3,78.0,63782.399999999994,4975027.199999999,11.800000000000011,0.00018500401364639796,0,True,False
298.4,310.2,1725.0,32.0,80.0,55200.0,4416000.0,11.800000000000011,0.0002137681159420292,0,False,True
298.4,310.1,1926.0,23.7,83.0,45646.2,3788634.5999999996,11.700000000000045,0.0002563192554911481,0,True,False
298.3,310.1,1509.0,37.6,85.0,56738.4,4822764.0,11.800000000000011,0.0002079720260000284,0,False,False
298.3,310.1,1545.0,36.3,90.0,56083.49999999999,5047514.999999999,11.800000000000011,0.00021040056344557692,0,True,False
298.4,310.1,1533.0,35.2,92.0,53961.600000000006,4964467.2,11.700000000000045,0.00021682085038249503,0,True,False
298.4,310.1,1455.0,42.2,94.0,61401.00000000001,5771694.000000001,11.700000000000045,0.00019055064249767992,0,True,False
298.4,310.1,1335.0,57.8,96.0,77163.0,7407648.0,11.700000000000045,0.00015162707515259963,0,False,True
298.3,310.1,1523.0,45.9,99.0,69905.7,6920664.3,11.800000000000011,0.00016879882470242073,0,True,False
298.3,310.0,1460.0,47.6,101.0,69496.0,7019096.0,11.699999999999989,0.0001683550132381718,0,True,False
298.4,310.0,1554.0,37.3,103.0,57964.2,5970312.6,11.600000000000023,0.00020012352452030777,0,True,False
298.3,310.0,1419.0,47.1,105.0,66834.90000000001,7017664.500000001,11.699999999999989,0.0001750582405300223,0,False,False
298.3,310.0,1442.0,43.9,110.0,63303.799999999996,6963417.999999999,11.699999999999989,0.00018482302800147842,0,True,False
298.3,309.9,1507.0,41.6,112.0,62691.200000000004,7021414.4,11.599999999999966,0.0001850339441580312,0,True,False
298.3,310.0,1858.0,23.9,114.0,44406.2,5062306.8,11.699999999999989,0.000263476721719039,0,True,False
298.3,309.9,1463.0,43.9,116.0,64225.7,7450181.199999999,11.599999999999966,0.00018061305676699463,0,True,False
298.2,309.7,1585.0,37.4,118.0,59279.0,6994922.0,11.5,0.00019399787445807115,0,True,False
298.0,309.6,1536.0,37.3,120.0,57292.799999999996,6875135.999999999,11.600000000000023,0.00020246872207328013,0,True,False
298.0,309.6,1403.0,51.3,122.0,71973.9,8780815.799999999,11.600000000000023,0.00016116953506757343,0,True,False
297.9,309.6,1515.0,38.8,124.0,58781.99999999999,7288967.999999999,11.700000000000045,0.00019904052260896272,0,False,True
297.9,309.5,1390.0,47.9,127.0,66581.0,8455787.0,11.600000000000023,0.00017422387768282276,0,True,False
297.8,309.4,1226.0,58.7,129.0,71966.2,9283639.799999999,11.599999999999966,0.00016118677934919402,0,False,True
297.8,309.4,1495.0,36.5,132.0,54567.5,7202910.0,11.599999999999966,0.00021258074861410118,0,False,True
297.7,309.4,1608.0,30.2,135.0,48561.6,6555816.0,11.699999999999989,0.0002409311060591082,0,False,False
297.7,309.4,1392.0,44.1,140.0,61387.200000000004,8594208.0,11.699999999999989,0.00019059347877081848,0,True,False
297.7,309.4,1461.0,43.7,142.0,63845.700000000004,9066089.4,11.699999999999989,0.00018325431469934527,0,False,True
297.7,309.3,1559.0,36.9,145.0,57527.1,8341429.5,11.600000000000023,0.00020164409469623922,0,True,False
297.7,309.3,1400.0,48.9,147.0,68460.0,10063620.0,11.600000000000023,0.0001694420099328078,0,False,False
297.7,309.2,1732.0,28.8,152.0,49881.6,7582003.2,11.5,0.00023054593276879652,0,False,True
297.6,309.2,1611.0,33.1,155.0,53324.100000000006,8265235.500000001,11.599999999999966,0.0002175376612075959,0,True,False
297.6,309.1,1503.0,38.9,157.0,58466.7,9179271.9,11.5,0.00019669316038018223,0,True,False
297.7,309.2,1391.0,44.5,159.0,61899.5,9842020.5,11.5,0.00018578502249614294,0,True,False
297.8,309.3,2015.0,20.1,161.0,40501.5,6520741.5,11.5,0.00028394010098391415,0,True,False
297.8,309.2,1683.0,30.9,163.0,52004.7,8476766.1,11.399999999999977,0.00021921095593282873,0,True,False
297.7,309.1,1435.0,38.8,165.0,55677.99999999999,9186869.999999998,11.400000000000034,0.0002047487337907259,0,True,False
297.7,309.1,1732.0,28.1,167.0,48669.200000000004,8127756.4,11.400000000000034,0.00023423438231982513,0,False,True
297.7,309.2,1365.0,58.6,170.0,79989.0,13598130.0,11.5,0.0001437697683431472,0,True,False
297.7,309.1,1562.0,36.8,172.0,57481.6,9886835.2,11.400000000000034,0.0001983243333518906,0,True,False
297.6,309.1,1449.0,49.1,174.0,71145.90000000001,12379386.600000001,11.5,0.00016163967284130214,0,True,False
297.7,309.2,1700.0,27.4,176.0,46580.0,8198080.0,11.5,0.00024688707599828253,0,False,True
297.6,309.0,1427.0,45.6,179.0,65071.200000000004,11647744.8,11.399999999999977,0.00017519271198318114,0,False,True
297.6,308.9,1479.0,38.1,182.0,56349.9,10255681.8,11.299999999999955,0.00020053274273778575,0,False,True
297.5,308.9,1469.0,44.0,185.0,64636.0,11957660.0,11.399999999999977,0.00017637230026610522,0,True,False
297.5,308.9,1390.0,47.4,187.0,65886.0,12320682.0,11.399999999999977,0.00017302613605318243,0,True,False
297.5,308.9,1729.0,28.1,189.0,48584.9,9182546.1,11.399999999999977,0.00023464080403582136,0,True,False
297.5,309.0,1470.0,43.5,191.0,63945.0,12213495.0,11.5,0.00017984205176323402,0,True,False
297.5,308.9,1459.0,48.5,193.0,70761.5,13656969.5,11.399999999999977,0.00016110455544328451,0,True,False
297.5,308.9,1738.0,24.0,195.0,41712.0,8133840.0,11.399999999999977,0.0002733026467203677,0,True,False
297.5,308.9,1471.0,37.7,197.0,55456.700000000004,10924969.9,11.399999999999977,0.0002055657837556143,0,False,False
297.6,309.0,1822.0,25.4,202.0,46278.799999999996,9348317.6,11.399999999999977,0.0002463330942029607,0,True,False
297.5,308.9,1554.0,34.8,204.0,54079.2,11032156.799999999,11.399999999999977,0.00021080193493986556,0,True,False
297.6,308.9,1433.0,43.2,206.0,61905.600000000006,12752553.600000001,11.299999999999955,0.00018253599028197697,0,False,True
297.6,308.9,1449.0,47.7,209.0,69117.3,14445515.700000001,11.299999999999955,0.00016349018263155468,0,True,False
297.8,309.0,1456.0,41.2,0.0,59987.200000000004,0.0,11.199999999999989,0.00018670649738610883,0,True,False
297.8,309.1,1424.0,45.5,2.0,64792.0,129584.0,11.300000000000011,0.00017440424743795548,0,False,True
297.9,309.2,1577.0,34.7,5.0,54721.9,273609.5,11.300000000000011,0.0002064986778602353,0,False,False
297.9,309.2,1478.0,39.7,10.0,58676.600000000006,586766.0,11.300000000000011,0.00019258102889397154,0,True,False
297.8,309.2,1295.0,61.2,12.0,79254.0,951048.0,11.399999999999977,0.00014384132031190826,0,False,True
297.8,309.2,1372.0,47.3,15.0,64895.6,973434.0,11.399999999999977,0.00017566676323202155,0,True,False
297.8,309.1,1432.0,42.6,17.0,61003.200000000004,1037054.4,11.300000000000011,0.00018523618433131394,0,False,True
297.7,309.0,1656.0,33.2,20.0,54979.200000000004,1099584.0,11.300000000000011,0.00020553227402363096,0,False,True
297.8,309.0,1410.0,48.8,23.0,68808.0,1582584.0,11.199999999999989,0.0001627717707243342,0,False,False
297.7,309.0,1874.0,24.4,28.0,45725.6,1280316.8,11.300000000000011,0.0002471263362317829,0,True,False
297.7,309.0,1538.0,43.2,30.0,66441.6,1993248.0000000002,11.300000000000011,0.00017007417039926809,0,True,False
297.7,309.0,1636.0,29.7,32.0,48589.2,1554854.4,11.300000000000011,0.00023256196850328904,0,False,True
297.7,309.0,1504.0,40.4,35.0,60761.6,2126656.0,11.300000000000011,0.00018597271961238697,0,False,True
297.7,309.0,1531.0,42.4,38.0,64914.4,2466747.2,11.300000000000011,0.0001740753977545816,0,False,True
297.6,309.0,1735.0,26.4,41.0,45804.0,1877964.0,11.399999999999977,0.0002488865601257527,0,False,False
297.6,309.0,1354.0,55.6,46.0,75282.40000000001,3462990.4000000004,11.399999999999977,0.00015142981626515593,0,False,False
297.6,309.0,1413.0,40.2,51.0,56802.600000000006,2896932.6,11.399999999999977,0.00020069503860738728,0,False,False
297.7,309.1,1563.0,39.3,56.0,61425.899999999994,3439850.3999999994,11.400000000000034,0.0001855894663326062,0,True,False
297.7,309.1,1479.0,42.1,58.0,62265.9,3611422.2,11.400000000000034,0.00018308576604529983,0,True,False
297.7,309.1,1477.0,38.3,60.0,56569.1,3394146.0,11.400000000000034,0.0002015234465459064,0,True,False
297.6,309.1,1394.0,50.0,62.0,69700.0,4321400.0,11.5,0.00016499282639885222,0,True,False
297.6,309.0,1487.0,45.4,64.0,67509.8,4320627.2,11.399999999999977,0.00016886437228372735,0,True,False
297.6,309.0,1815.0,25.3,66.0,45919.5,3030687.0,11.399999999999977,0.0002482605429066078,0,False,True
297.6,308.8,1453.0,39.7,69.0,57684.100000000006,3980202.9000000004,11.199999999999989,0.00019416095596533513,0,False,True
297.6,308.8,1539.0,40.2,72.0,61867.8,4454481.600000001,11.199999999999989,0.00018103116645492467,0,True,False
297.5,308.7,1416.0,39.2,74.0,55507.200000000004,4107532.8000000003,11.199999999999989,0.00020177562550443884,0,False,False
297.6,308.8,1683.0,31.6,79.0,53182.8,4201441.2,11.199999999999989,0.00021059440270162512,0,False,True
297.7,308.8,1515.0,40.1,82.0,60751.5,4981623.0,11.100000000000023,0.00018271153798671676,0,True,False
297.7,308.9,1531.0,48.3,84.0,73947.3,6211573.2,11.199999999999989,0.00015145921487329475,0,False,True
297.7,308.9,1479.0,40.9,87.0,60491.1,5262725.7,11.199999999999989,0.00018515120406142373,0,False,False
297.7,308.9,1516.0,33.7,92.0,51089.200000000004,4700206.4,11.199999999999989,0.0002192244153363135,0,True,False
297.7,309.0,1507.0,38.2,94.0,57567.4,5411335.600000001,11.300000000000011,0.0001962916511775764,0,True,False
297.8,309.0,1434.0,43.3,96.0,62092.2,5960851.199999999,11.199999999999989,0.00018037692334947045,0,False,True
297.7,308.9,1838.0,27.3,99.0,50177.4,4967562.600000001,11.199999999999989,0.00022320805781088674,0,True,False
297.6,308.8,1416.0,45.9,101.0,64994.4,6564434.4,11.199999999999989,0.00017232253855716784,0,False,True
297.6,308.8,1357.0,49.7,104.0,67442.90000000001,7014061.600000001,11.199999999999989,0.00016606640580402068,0,False,True
297.5,308.7,1697.0,28.1,107.0,47685.700000000004,5102369.9,11.199999999999989,0.00023487125071038043,0,False,True
297.5,308.7,1443.0,46.2,110.0,66666.6,7333326.000000001,11.199999999999989,0.0001680001680001678,0,True,False
297.5,308.7,1453.0,37.6,112.0,54632.8,6118873.600000001,11.199999999999989,0.00020500505191020757,0,True,False
297.4,308.6,1439.0,46.4,114.0,66769.59999999999,7611734.399999999,11.200000000000045,0.00016774100788382806,0,True,False
297.4,308.6,1609.0,36.2,116.0,58245.8,6756512.800000001,11.200000000000045,0.00019228854269320782,0,True,False
297.4,308.6,1324.0,59.1,118.0,78248.40000000001,9233311.200000001,11.200000000000045,0.0001431339171152387,0,True,False
297.4,308.6,1420.0,45.8,120.0,65035.99999999999,7804319.999999999,11.200000000000045,0.00017221231318039312,0,False,False
297.4,308.7,1545.0,36.9,125.0,57010.5,7126312.5,11.300000000000011,0.00019820910183211885,0,True,False
297.5,308.8,1477.0,39.0,127.0,57603.0,7315581.0,11.300000000000011,0.00019617033835043332,0,True,False
297.4,308.8,1447.0,58.1,129.0,84070.7,10845120.299999999,11.400000000000034,0.0001356001555833368,0,True,False
297.4,308.9,1809.0,23.8,131.0,43054.200000000004,5640100.2,11.5,0.00026710518369868675,0,True,False
297.5,308.9,1696.0,30.9,133.0,52406.399999999994,6970051.199999999,11.399999999999977,0.00021753068327532473,0,True,False
297.5,308.9,1427.0,44.7,135.0,63786.9,8611231.5,11.399999999999977,0.00017872008202311096,0,True,False
297.4,308.9,1500.0,46.3,137.0,69450.0,9514650.0,11.5,0.00016558675305975522,0,False,True
297.5,308.9,1390.0,44.6,140.0,61994.0,8679160.0,11.399999999999977,0.00018388876342871854,0,True,False
297.4,308.8,1640.0,34.2,142.0,56088.00000000001,7964496.000000001,11.400000000000034,0.00020325203252032577,0,True,False
297.4,308.8,1628.0,37.4,144.0,60887.2,8767756.799999999,11.400000000000034,0.0001872314706539311,0,False,True
297.3,308.6,1499.0,37.6,147.0,56362.4,8285272.8,11.300000000000011,0.00020048826877492817,0,False,False
297.4,308.7,1425.0,50.3,152.0,71677.5,10894980.0,11.300000000000011,0.00015765058770185917,0,False,True
297.3,308.6,1586.0,37.7,155.0,59792.200000000004,9267791.0,11.300000000000011,0.00018898786129294473,0,True,False
297.3,308.6,1471.0,50.7,157.0,74579.7,11709012.9,11.300000000000011,0.00015151576099126186,0,False,True
297.3,308.6,1431.0,53.0,160.0,75843.0,12134880.0,11.300000000000011,0.00014899199662460626,0,False,True
297.2,308.6,1924.0,22.1,163.0,42520.4,6930825.2,11.400000000000034,0.0002681066029482327,0,True,False
297.1,308.4,1421.0,42.0,165.0,59682.0,9847530.0,11.299999999999955,0.0001893368184712301,0,False,True
297.0,308.4,1305.0,54.6,168.0,71253.0,11970504.0,11.399999999999977,0.000159993263441539,0,False,False
296.9,308.4,1557.0,32.4,173.0,50446.799999999996,8727296.399999999,11.5,0.00022796292331723718,0,True,False
296.9,308.3,1555.0,38.2,175.0,59401.00000000001,10395175.000000002,11.400000000000034,0.00019191596101075795,0,True,False
296.9,308.3,1474.0,39.2,177.0,57780.8,10227201.6,11.400000000000034,0.000197297372137458,0,False,False
296.8,308.3,1506.0,45.9,182.0,69125.4,12580822.799999999,11.5,0.00016636431760250214,0,True,False
296.9,308.4,1390.0,41.8,184.0,58101.99999999999,10690767.999999998,11.5,0.00019792778217617296,0,True,False
296.9,308.4,1450.0,46.9,186.0,68005.0,12648930.0,11.5,0.0001691052128519962,0,False,True
296.9,308.3,1513.0,38.8,189.0,58704.399999999994,11095131.6,11.400000000000034,0.00019419328023112468,0,True,False
296.8,308.2,1643.0,34.7,191.0,57012.100000000006,10889311.100000001,11.399999999999977,0.00019995755287035517,0,True,False
296.8,308.2,1361.0,53.8,193.0,73221.8,14131807.4,11.399999999999977,0.00015569133782561992,0,True,False
296.7,308.1,1450.0,40.9,195.0,59305.0,11564475.0,11.400000000000034,0.00019222662507377175,0,True,False
296.7,308.0,1451.0,50.7,197.0,73565.7,14492442.899999999,11.300000000000011,0.0001536041932585432,0,True,False
296.8,308.1,1289.0,62.0,199.0,79918.0,15903682.0,11.300000000000011,0.00014139492980304826,4,True,False
296.8,308.1,1356.0,48.3,201.0,65494.799999999996,13164454.799999999,11.300000000000011,0.0001725327812284336,0,True,False
296.7,308.1,1528.0,46.3,203.0,70746.4,14361519.2,11.400000000000034,0.00016113894134542586,0,False,False
296.6,308.0,1978.0,22.3,208.0,44109.4,9174755.200000001,11.399999999999977,0.000258448312604569,0,True,False
296.7,308.0,1535.0,36.8,210.0,56487.99999999999,11862479.999999998,11.300000000000011,0.00020004248689987276,0,True,False
296.8,308.1,1843.0,24.2,212.0,44600.6,9455327.2,11.300000000000011,0.00025335982027147643,0,False,True
296.9,308.1,1422.0,48.7,215.0,69251.40000000001,14889051.000000002,11.200000000000045,0.00016172958236223447,0,True,False
296.8,308.0,1536.0,40.4,217.0,62054.399999999994,13465804.799999999,11.199999999999989,0.0001804867986798678,0,True,False
296.9,308.1,1483.0,44.3,219.0,65696.9,14387621.1,11.200000000000045,0.00017047988565670598,0,False,True
296.8,308.1,1492.0,43.7,222.0,65200.4,14474488.8,11.300000000000011,0.00017331182017288254,0,False,False
296.8,308.0,1584.0,40.4,227.0,63993.6,14526547.2,11.199999999999989,0.00017501750175017485,0,True,False
296.9,308.1,1555.0,33.7,229.0,52403.50000000001,12000401.500000002,11.200000000000045,0.000213726182411481,0,True,False
296.8,308.0,1497.0,41.7,231.0,62424.9,14420151.9,11.199999999999989,0.00017941558576785847,0,True,False
296.7,307.8,1537.0,36.3,233.0,55793.1,12999792.299999999,11.100000000000023,0.00019894933244433491,0,False,True
296.7,307.8,1505.0,39.4,236.0,59297.0,13994092.0,11.100000000000023,0.00018719328127898583,0,True,False
296.7,307.8,1646.0,34.6,238.0,56951.600000000006,13554480.8,11.100000000000023,0.00019490233812570712,0,True,False
296.7,307.8,1286.0,60.5,0.0,77803.0,0.0,11.100000000000023,0.0001426680205133481,0,False,True
296.7,307.8,1400.0,47.5,3.0,66500.0,199500.0,11.100000000000023,0.00016691729323308304,0,True,False
296.8,307.9,1337.0,56.5,5.0,75540.5,377702.5,11.099999999999966,0.00014694104486996995,0,True,False
296.9,308.0,1332.0,53.9,7.0,71794.8,502563.60000000003,11.100000000000023,0.00015460729746444063,0,True,False
296.8,308.0,1561.0,38.3,9.0,59786.299999999996,538076.7,11.199999999999989,0.0001873338875294171,0,True,False
296.9,308.0,1546.0,31.1,11.0,48080.600000000006,528886.6000000001,11.100000000000023,0.00023086234364795826,0,True,False
296.9,308.0,1713.0,29.3,13.0,50190.9,652481.7000000001,11.100000000000023,0.00022115562781301038,0,True,False
296.9,308.0,1343.0,44.5,15.0,59763.5,896452.5,11.100000000000023,0.00018573209400386562,0,True,False
296.8,308.0,1391.0,54.4,17.0,75670.4,1286396.7999999998,11.199999999999989,0.00014801031843362781,0,True,False
296.8,308.0,1311.0,58.6,19.0,76824.6,1459667.4000000001,11.199999999999989,0.00014578663605147293,0,False,False
296.8,308.0,1453.0,51.0,24.0,74103.0,1778472.0,11.199999999999989,0.0001511409794475256,0,False,False
296.8,308.0,1510.0,39.4,29.0,59494.0,1725326.0,11.199999999999989,0.00018825427774229314,0,True,False
296.8,307.9,1448.0,48.8,31.0,70662.4,2190534.4,11.099999999999966,0.00015708495607281902,0,True,False
296.7,307.8,1453.0,46.0,33.0,66838.0,2205654.0,11.100000000000023,0.0001660731918968255,0,True,False
296.7,307.8,1468.0,39.2,35.0,57545.600000000006,2014096.0000000002,11.100000000000023,0.00019289050770171867,0,True,False
296.7,307.8,1382.0,47.5,37.0,65645.0,2428865.0,11.100000000000023,0.00016909132454870932,0,True,False
296.7,308.0,1580.0,32.2,39.0,50876.00000000001,1984164.0000000002,11.300000000000011,0.0002221086563409075,0,True,False
296.8,308.0,1666.0,29.8,41.0,49646.8,2035518.8,11.199999999999989,0.00022559359314195453,0,True,False
296.9,308.0,1409.0,50.7,43.0,71436.3,3071760.9,11.100000000000023,0.00015538318753910858,0,False,True
296.8,308.0,1675.0,29.7,46.0,49747.5,2288385.0,11.199999999999989,0.00022513694155485177,0,True,False
296.8,307.9,1698.0,30.8,48.0,52298.4,2510323.2,11.099999999999966,0.00021224358680189002,0,True,False
296.7,307.9,1579.0,33.4,50.0,52738.6,2636930.0,11.199999999999989,0.00021236817056197906,0,False,False
296.7,307.9,1743.0,27.9,55.0,48629.7,2674633.5,11.199999999999989,0.00023031192871845785,0,True,False
296.9,308.0,1497.0,44.8,57.0,67065.59999999999,3822739.1999999997,11.100000000000023,0.00016550959060979137,0,False,True
296.9,308.1,1741.0,28.8,60.0,50140.8,3008448.0,11.200000000000045,0.00022337098729976475,0,True,False
296.9,308.1,1435.0,45.3,62.0,65005.49999999999,4030340.9999999995,11.200000000000045,0.00017229311365961415,0,True,False
296.9,308.1,1440.0,46.3,64.0,66672.0,4267008.0,11.200000000000045,0.00016798656107511466,0,False,True
296.9,308.0,1641.0,33.3,67.0,54645.299999999996,3661235.0999999996,11.100000000000023,0.00020312817387771728,0,False,True
296.8,307.9,1420.0,45.4,70.0,64468.0,4512760.0,11.099999999999966,0.00017217844512005905,0,True,False
296.8,307.9,1611.0,35.4,72.0,57029.399999999994,4106116.8,11.099999999999966,0.00019463645067281028,0,True,False
296.8,307.8,1373.0,42.9,74.0,58901.7,4358725.8,11.0,0.00018675182549909427,0,True,False
296.8,307.9,1683.0,31.8,76.0,53519.4,4067474.4,11.099999999999966,0.00020740142826713238,0,False,True
296.9,307.9,1547.0,32.6,79.0,50432.200000000004,3984143.8000000003,11.0,0.0002181146172485039,0,False,False
296.9,307.8,1605.0,37.0,84.0,59385.0,4988340.0,10.900000000000034,0.00018354803401532431,0,True,False
296.9,307.9,2010.0,18.9,86.0,37989.0,3267054.0,11.0,0.00028955750348785175,0,False,True
296.8,307.7,1565.0,40.1,89.0,62756.5,5585328.5,10.899999999999977,0.000173687187781345,0,True,False
296.9,307.8,1828.0,24.6,91.0,44968.8,4092160.8000000003,10.900000000000034,0.00024239027948266427,0,False,True
297.0,307.8,1579.0,34.1,94.0,53843.9,5061326.600000001,10.800000000000011,0.0002005798242697875,0,False,True
297.0,307.9,1882.0,24.2,97.0,45544.4,4417806.8,10.899999999999977,0.00023932689858687295,0,False,True
296.9,307.8,1285.0,52.1,100.0,66948.5,6694850.0,10.900000000000034,0.0001628117134812585,0,True,False
296.9,307.8,1571.0,35.0,102.0,54985.0,5608470.0,10.900000000000034,0.00019823588251341337,0,True,False
296.9,307.8,1549.0,37.8,104.0,58552.2,6089428.8,10.900000000000034,0.00018615867550664253,0,False,False
296.9,307.8,1544.0,37.6,109.0,58054.4,6327929.600000001,10.900000000000034,0.00018775493330393622,0,False,True
297.0,307.9,1412.0,47.4,112.0,66928.8,7496025.600000001,10.899999999999977,0.00016285963591159525,0,False,True
297.0,307.9,1422.0,53.0,115.0,75366.0,8667090.0,10.899999999999977,0.00014462755088501416,0,False,True
297.0,307.7,1867.0,22.8,118.0,42567.6,5022976.8,10.699999999999989,0.0002513648878489741,0,True,False
296.9,307.7,1424.0,43.3,120.0,61659.2,7399104.0,10.800000000000011,0.00017515634325453478,0,True,False
296.9,307.6,1452.0,45.7,122.0,66356.40000000001,8095480.800000001,10.700000000000045,0.00016125045963916133,0,True,False
296.9,307.7,1550.0,39.7,124.0,61535.00000000001,7630340.000000001,10.800000000000011,0.00017550987243032437,0,True,False
296.8,307.6,1588.0,37.6,126.0,59708.8,7523308.800000001,10.800000000000011,0.00018087786054986888,0,True,False
296.8,307.6,1338.0,44.4,128.0,59407.2,7604121.6,10.800000000000011,0.00018179614592170665,0,True,False
296.8,307.6,1513.0,40.0,130.0,60520.0,7867600.0,10.800000000000011,0.00017845340383344368,0,True,False
296.8,307.5,1470.0,45.9,132.0,67473.0,8906436.0,10.699999999999989,0.00015858195129903798,0,False,True
296.8,307.5,1516.0,36.7,135.0,55637.200000000004,7511022.000000001,10.699999999999989,0.00019231737039247102,0,False,True
296.8,307.6,1434.0,48.3,138.0,69262.2,9558183.6,10.800000000000011,0.00015592920813950484,0,True,False
296.8,307.6,1368.0,52.0,140.0,71136.0,9959040.0,10.800000000000011,0.0001518218623481783,0,True,False
296.8,307.6,1304.0,48.7,142.0,63504.8,9017681.6,10.800000000000011,0.0001700658847835126,0,True,False
296.8,307.6,1398.0,46.7,144.0,65286.600000000006,9401270.4,10.800000000000011,0.00016542445157199196,0,True,False
